address,census_tract,clearance_date,clearance_status,council_district_code,description,district,latitude,location,location_description,longitude,primary_type,timestamp,unique_key,x_coordinate,y_coordinate,year,zipcode
700 SAN MARCOS ST Austin TX 78702,9.01,2015-10-07 00:00:00,Not cleared,1.0,BURGLARY OF VEHICLE,G,,,700 SAN MARCOS ST,,Theft,2015-10-01 00:00:00,20152741747.0,3117808.0,10070087.0,2015.0,78702.0
1901 W ANDERSON LN Austin TX 78757,15.04,2015-09-03 00:00:00,Not cleared,7.0,ROBBERY BY ASSAULT,I,,,1901 W ANDERSON LN,,Robbery,2015-06-10 00:00:00,20151602029.0,3118743.0,10102017.0,2015.0,78757.0
500 E 4TH ST,,,,,,,,,,,,,,,,,
Austin TX 78701,,,,,,,,,,,,,,,,,
(30.264788 -97.73843),11,2014-07-30 00:00:00,Not cleared,9.0,THEFT,G,30.264788,(30.264788-97.73843),500 E 4TH ST,-97.73843,Theft: All Other Larceny,2014-07-18 00:00:00,20145031729.0,3115657.0,10069693.0,2014.0,78701.0
413 E 6TH ST,,,,,,,,,,,,,,,,,
Austin TX 78701,,,,,,,,,,,,,,,,,
(30.266925 -97.73874),11,2014-09-30 00:00:00,Not cleared,9.0,THEFT,G,30.266925,(30.266925-97.73874),413 E 6TH ST,-97.73874,Theft: All Other Larceny,2014-09-29 00:00:00,20145043193.0,3115574.0,10070283.0,2014.0,78701.0
7000 ARDATH ST Austin TX 78757,15.01,2016-01-04 00:00:00,Not cleared,7.0,BURGLARY OF VEHICLE,B,,,7000 ARDATH ST,,Theft,2015-12-04 00:00:00,20155053015.0,3114467.0,10100186.0,2015.0,78757.0
319 CONGRESS AVE,,,,,,,,,,,,,,,,,
Austin TX 78701,,,,,,,,,,,,,,,,,
(30.26551 -97.743739),11,2014-01-27 00:00:00,Not cleared,9.0,THEFT,G,30.26551,(30.26551-97.743739),319 CONGRESS AVE,-97.743739,Theft: All Other Larceny,2014-01-04 00:00:00,20145000494.0,3114161.0,10069904.0,2014.0,78701.0
12616 LA PAZ LN,,,,,,,,,,,,,,,,,
Austin TX 78617,,,,,,,,,,,,,,,,,
(30.166279 -97.626965),24.35,2014-03-18 00:00:00,Not cleared,2.0,BURGLARY OF VEHICLE,H,30.166279,(30.166279-97.626965),12616 LA PAZ LN,-97.626965,Theft: BOV,2014-03-18 00:00:00,20145012085.0,3151779.0,10034659.0,2014.0,78617.0
1201 E RUNDBERG LN,,,,,,,,,,,,,,,,,
Austin TX 78753,,,,,,,,,,,,,,,,,
(30.35403 -97.681501),18.13,2014-01-09 00:00:00,Not cleared,4.0,BURGLARY OF VEHICLE,E,30.35403,(30.35403-97.681501),1201 E RUNDBERG LN,-97.681501,Theft: BOV,2014-01-04 00:00:00,20145000559.0,3132869.0,10102388.0,2014.0,78753.0
6721 ADAIR DR,,,,,,,,,,,,,,,,,
Austin TX 78754,,,,,,,,,,,,,,,,,
(30.354459 -97.619797),18.559999999999999,2014-01-15 00:00:00,Not cleared,1.0,BURGLARY OF VEHICLE,C,30.354459,(30.354459-97.619797),6721 ADAIR DR,-97.619797,Theft: BOV,2014-01-14 00:00:00,20145001979.0,3152548.0,10102908.0,2014.0,78754.0
1050 SPRINGDALE RD,,,,,,,,,,,,,,,,,
Austin TX 78721,,,,,,,,,,,,,,,,,
(30.27065 -97.692274),21.11,2014-02-21 00:00:00,Not cleared,1.0,THEFT FROM PERSON,C,30.27065,(30.27065-97.692274),1050 SPRINGDALE RD,-97.692274,Theft: Pocket Picking,2014-01-10 00:00:00,2014101845.0,3130114.0,10072139.0,2014.0,78721.0
2815 WOOLDRIDGE DR Austin TX 78703,16.03,2015-05-07 00:00:00,Not cleared,9.0,BURGLARY OF RESIDENCE,B,,,2815 WOOLDRIDGE DR,,Burglary,2015-05-04 00:00:00,20151241070.0,3111617.0,10081900.0,2015.0,78703.0
9001 NORTHGATE BLVD,,,,,,,,,,,,,,,,,
Austin TX 78758,,,,,,,,,,,,,,,,,
(30.368546 -97.717846),18.2,2014-08-14 00:00:00,Not cleared,4.0,BURGLARY OF VEHICLE,E,30.368546,(30.368546-97.717846),9001 NORTHGATE BLVD,-97.717846,Theft: BOV,2014-08-12 00:00:00,20145035643.0,3121587.0,10107705.0,2014.0,78758.0
5701 JOHNNY MORRIS RD,,,,,,,,,,,,,,,,,
Austin TX 78724,,,,,,,,,,,,,,,,,
(30.292041 -97.65347),22.08,2014-02-13 00:00:00,Not cleared,1.0,AUTO THEFT,C,30.292041,(30.292041-97.65347),5701 JOHNNY MORRIS RD,-97.65347,Auto Theft,2014-02-12 00:00:00,2014430276.0,3142785.0,10080216.0,2014.0,78724.0
1000 BLOCK E 3RD ST,,,,,,,,,,,,,,,,,
Austin TX 78702,9.02,2015-01-13 00:00:00,Not cleared,3.0,BURGLARY OF VEHICLE,G,,,1000 BLOCK E 3RD ST,,Theft: BOV,2014-11-19 00:00:00,20143231834.0,3117376.0,10068714.0,2014.0,78702.0
6816 WILLAMETTE DR,,,,,,,,,,,,,,,,,
Austin TX 78723,,,,,,,,,,,,,,,,,
(30.316389 -97.673863),21.13,2015-01-14 00:00:00,Not cleared,1.0,BURGLARY OF VEHICLE,I,30.316389,(30.316389-97.673863),6816 WILLAMETTE DR,-97.673863,Theft: BOV,2014-11-27 00:00:00,20143311100.0,3135609.0,10088927.0,2014.0,78723.0
6301 W SLAUGHTER LN Austin TX 78739,17.37,2015-02-24 00:00:00,Not cleared,8.0,BURGLARY OF VEHICLE,D,,,6301 W SLAUGHTER LN,,Theft,2015-02-22 00:00:00,20155007667.0,3069800.0,10045817.0,2015.0,78739.0
5800 LIBYAN DR,,,,,,,,,,,,,,,,,
Austin TX 78745,,,,,,,,,,,,,,,,,
(30.210238 -97.791228),24.09,2014-10-07 00:00:00,Not cleared,2.0,BURGLARY OF VEHICLE,F,30.210238,(30.210238-97.791228),5800 LIBYAN DR,-97.791228,Theft: BOV,2014-10-03 00:00:00,20142762347.0,3099425.0,10049411.0,2014.0,78745.0
5211 DELORES AVE,,,,,,,,,,,,,,,,,
Austin TX 78721,,,,,,,,,,,,,,,,,
(30.273636 -97.68246),21.1,2014-04-28 00:00:00,Not cleared,1.0,BURGLARY OF RESIDENCE,C,30.273636,(30.273636-97.68246),5211 DELORES AVE,-97.68246,Burglary / ,,,,,,
Breaking & Entering,2014-04-09 00:00:00,2014990700,3133266,10073154.0,2014,78721,,,,,,,,,,,
1425 W WELLS BRANCH PKWY Austin TX 78660,18.399999999999999,2015-07-09 00:00:00,Not cleared,7.0,AGG ROBBERY/DEADLY WEAPON,E,,,1425 W WELLS BRANCH PKWY,,Robbery,2015-06-20 00:00:00,20151711405.0,3137533.0,10134065.0,2015.0,78660.0
2201 WILLOW CREEK DR,,,,,,,,,,,,,,,,,
Austin TX 78741,,,,,,,,,,,,,,,,,
(30.230002 -97.730808),23.16,2014-05-19 00:00:00,Not cleared,3.0,BURGLARY OF VEHICLE,H,30.230002,(30.230002-97.730808),2201 WILLOW CREEK DR,-97.730808,Theft: BOV,2014-05-19 00:00:00,20145022215.0,3118746.0,10057155.0,2014.0,78741.0
12425 MELLOW MEADOW DR Austin TX 78750,204.05,,,6.0,BURGLARY OF RESIDENCE,A,,,12425 MELLOW MEADOW DR,,Burglary,2015-12-09 00:00:00,20153431942.0,3095852.0,10139534.0,2015.0,78750.0
1311 E 52ND ST Austin TX 78723,21.05,2015-08-25 00:00:00,Cleared by Arrest,4.0,BURGLARY OF RESIDENCE,I,,,1311 E 52ND ST,,Burglary,2015-06-22 00:00:00,20151731846.0,3125886.0,10085570.0,2015.0,78723.0
10404 CHARETTE CV Austin TX 78759,17.55,2015-11-30 00:00:00,Not cleared,10.0,BURGLARY OF VEHICLE,A,,,10404 CHARETTE CV,,Theft,2015-11-28 00:00:00,20155052245.0,3104374.0,10122550.0,2015.0,78759.0
11619 SPOTTED HORSE DR Austin TX 78759,17.54,2015-10-08 00:00:00,Not cleared,7.0,BURGLARY OF RESIDENCE,A,,,11619 SPOTTED HORSE DR,,Burglary,2015-10-06 00:00:00,20152791360.0,3115761.0,10122464.0,2015.0,78759.0
9828 GREAT HILLS TRL Austin TX 78759,17.22,,,10.0,THEFT,A,,,9828 GREAT HILLS TRL,,Theft,2015-12-30 00:00:00,20153641640.0,3111520.0,10116674.0,2015.0,78759.0
5811 BERKMAN DR,,,,,,,,,,,,,,,,,
Austin TX 78723,,,,,,,,,,,,,,,,,
(30.312509 -97.693493),21.06,2014-02-27 00:00:00,Not cleared,4.0,THEFT BY SHOPLIFTING,I,30.312509,(30.312509-97.693493),5811 BERKMAN DR,-97.693493,Theft: Shoplifting,2014-02-25 00:00:00,2014560848.0,3129661.0,10087231.0,2014.0,78723.0
7002 SCENIC BROOK DR Austin TX 78736,17.690000000000001,2016-02-24 00:00:00,Not cleared,8.0,BURGLARY OF RESIDENCE,D,,,7002 SCENIC BROOK DR,,Burglary,2015-06-28 00:00:00,20151791186.0,3070715.0,10058663.0,2015.0,78736.0
4910 SUNSET TRL,,,,,,,,,,,,,,,,,
Austin TX 78745,,,,,,,,,,,,,,,,,
(30.228794 -97.804023),17.5,2014-03-27 00:00:00,Not cleared,5.0,AUTO THEFT,D,30.228794,(30.228794-97.804023),4910 SUNSET TRL,-97.804023,Auto Theft,2014-03-17 00:00:00,2014760651.0,3095240.0,10056071.0,2014.0,78745.0
EVA ST / ALICE AVE,,,,,,,,,,,,,,,,,
Austin TX 78617,24.33,2014-07-24 00:00:00,Not cleared,2.0,THEFT FROM AUTO,H,,,EVA ST / ALICE AVE,,Theft: BOV,2014-07-23 00:00:00,20145032329.0,3147780.0,10048272.0,2014.0,78617.0
3311 ESPERANZA XING Austin TX 78758,18.489999999999998,2015-12-22 00:00:00,Not cleared,7.0,THEFT,A,,,3311 ESPERANZA XING,,Theft,2015-11-06 00:00:00,20155049146.0,3118197.0,10118869.0,2015.0,78758.0
2401 S LAKESHORE BLVD,,,,,,,,,,,,,,,,,
Austin TX 78741,,,,,,,,,,,,,,,,,
(30.243505 -97.7199),23.04,2014-04-02 00:00:00,Cleared by Arrest,3.0,AGG ROBBERY/DEADLY WEAPON,H,30.243505,(30.243505-97.7199),2401 S LAKESHORE BLVD,-97.7199,Robbery,2014-03-24 00:00:00,2014830288.0,3121609.0,10061635.0,2014.0,78741.0
2437 DOUGLAS ST,,,,,,,,,,,,,,,,,
Austin TX 78741,,,,,,,,,,,,,,,,,
(30.228687 -97.732455),23.13,2014-11-10 00:00:00,Not cleared,3.0,THEFT,H,30.228687,(30.228687-97.732455),2437 DOUGLAS ST,-97.732455,Theft: All Other Larceny,2014-11-08 00:00:00,20143121536.0,3117488.0,10055608.0,2014.0,78741.0
7005 VILLA MARIA CT,,,,,,,,,,,,,,,,,
Austin TX 78759,,,,,,,,,,,,,,,,,
(30.408372 -97.77643),17.55,2014-08-22 00:00:00,Not cleared,10.0,THEFT,A,30.408372,(30.408372-97.77643),7005 VILLA MARIA CT,-97.77643,Theft: All Other Larceny,2014-07-07 00:00:00,20145029861.0,3102568.0,10121422.0,2014.0,78759.0
5510 SALEM HILL DR,,,,,,,,,,,,,,,,,
Austin TX 78745,,,,,,,,,,,,,,,,,
(30.21258 -97.788085),24.09,,,2.0,AGG ASSAULT,D,30.21258,(30.21258-97.788085),5510 SALEM HILL DR,-97.788085,Aggravated Assault,2014-10-06 00:00:00,20148002888.0,3100436.0,10050186.0,2014.0,78745.0
1212 E 10TH ST,,,,,,,,,,,,,,,,,
Austin TX 78702,,,,,,,,,,,,,,,,,
(30.267405 -97.727021),9.01,2014-10-27 00:00:00,Not cleared,1.0,BURGLARY OF RESIDENCE,G,30.267405,(30.267405-97.727021),1212 E 10TH ST,-97.727021,Burglary / ,,,,,,
Breaking & Entering,2014-10-22 00:00:00,20142950514,3119337,10070736.0,2014,78702,,,,,,,,,,,
13435 N US 183 HWY NB Austin TX 78729,204.06,2015-05-04 00:00:00,Not cleared,6.0,THEFT,A,,,13435 N US 183 HWY NB,,Theft,2015-04-10 00:00:00,20155014989.0,3098565.0,10135948.0,2015.0,78729.0
9121 NORTH PLZ,,,,,,,,,,,,,,,,,
Austin TX 78753,,,,,,,,,,,,,,,,,
(30.354022 -97.686034),18.13,2014-03-07 00:00:00,Not cleared,4.0,THEFT,E,30.354022,(30.354022-97.686034),9121 NORTH PLZ,-97.686034,Theft: All Other Larceny,2014-03-01 00:00:00,20145009370.0,3131550.0,10102399.0,2014.0,78753.0
E RIVERSIDE DR / CROSSING PL,,,,,,,,,,,,,,,,,
Austin TX 78741,23.14,2014-07-08 00:00:00,Not cleared,3.0,THEFT,H,,,E RIVERSIDE DR / CROSSING PL,,Theft: All Other Larceny,2014-06-10 00:00:00,20145025775.0,3122622.0,10057695.0,2014.0,78741.0
2317 S PLEASANT VALLEY RD Austin TX 78741,23.14,2015-07-07 00:00:00,Not cleared,3.0,AUTO THEFT,H,,,2317 S PLEASANT VALLEY RD,,Auto Theft,2015-07-06 00:00:00,20151871017.0,3119878.0,10056802.0,2015.0,78741.0
3600 S IH 35 SVRD SB Austin TX 78704,23.08,,,3.0,THEFT,D,,,3600 S IH 35 SVRD SB,,Theft,2015-03-07 00:00:00,2015660964.0,3112780.0,10054090.0,2015.0,78704.0
1420 E ANDERSON LN EB Austin TX 78752,18.11,2015-09-15 00:00:00,Not cleared,1.0,THEFT,I,,,1420 E ANDERSON LN EB,,Theft,2015-09-15 00:00:00,20155040647.0,3130342.0,10095210.0,2015.0,78752.0
6009 DAFFODIL DR Austin TX 78744,24.31,2015-11-22 00:00:00,Not cleared,2.0,AUTO THEFT,F,,,6009 DAFFODIL DR,,Auto Theft,2015-11-21 00:00:00,20153251316.0,3122839.0,10050381.0,2015.0,78744.0
9100 UNITED DR,,,,,,,,,,,,,,,,,
Austin TX 78758,,,,,,,,,,,,,,,,,
(30.377073 -97.731027),18.489999999999998,2014-10-22 00:00:00,Not cleared,7.0,BURGLARY OF VEHICLE,A,30.377073,(30.377073-97.731027),9100 UNITED DR,-97.731027,Theft: BOV,2014-10-16 00:00:00,20142890472.0,3117015.0,10110630.0,2014.0,78758.0
2906 E MARTIN LUTHER KING JR BLVD,,,,,,,,,,,,,,,,,
Austin TX 78722,,,,,,,,,,,,,,,,,
(30.281922 -97.707986),4.02,2014-10-30 00:00:00,Not cleared,1.0,DEADLY CONDUCT,C,30.281922,(30.281922-97.707986),2906 E MARTIN LUTHER KING JR BLVD,-97.707986,Aggravated Assault,2014-10-15 00:00:00,20142880383.0,3125046.0,10076077.0,2014.0,78722.0
9700 STONELAKE BLVD,,,,,,,,,,,,,,,,,
Austin TX 78759,,,,,,,,,,,,,,,,,
(30.387944 -97.73838),17.53,2014-01-15 00:00:00,Not cleared,7.0,BURGLARY OF VEHICLE,A,30.387944,(30.387944-97.73838),9700 STONELAKE BLVD,-97.73838,Theft: BOV,2014-01-10 00:00:00,20145001440.0,3114413.0,10114274.0,2014.0,78759.0
4115 S CAPITAL OF TEXAS HWY SVRD NB Austin TX 78704,19.010000000000002,2015-06-03 00:00:00,Not cleared,5.0,THEFT BY SHOPLIFTING,D,,,4115 S CAPITAL OF TEXAS HWY SVRD NB,,Theft,2015-06-02 00:00:00,20155023691.0,3097280.0,10058840.0,2015.0,78704.0
12501 TECH RIDGE BLVD Austin TX 78753,18.39,2015-06-23 00:00:00,Not cleared,7.0,BURGLARY OF VEHICLE,E,,,12501 TECH RIDGE BLVD,,Theft,2015-06-23 00:00:00,20155027040.0,3138830.0,10118548.0,2015.0,78753.0
1204 E 2ND ST,,,,,,,,,,,,,,,,,
Austin TX 78702,,,,,,,,,,,,,,,,,
(30.260644 -97.731759),9.02,2014-09-23 00:00:00,Not cleared,3.0,THEFT,G,30.260644,(30.260644-97.731759),1204 E 2ND ST,-97.731759,Theft: All Other Larceny,2014-09-17 00:00:00,20145041416.0,3117902.0,10068246.0,2014.0,78702.0
5825 ZACHARY SCOTT ST,,,,,,,,,,,,,,,,,
Austin TX 78747,,,,,,,,,,,,,,,,,
(30.138322 -97.768656),24.28,2014-11-24 00:00:00,Not cleared,2.0,THEFT,F,30.138322,(30.138322-97.768656),5825 ZACHARY SCOTT ST,-97.768656,Theft: All Other Larceny,2014-10-16 00:00:00,20145046018.0,3107325.0,10023255.0,2014.0,78747.0
6600 ELM CREEK DR,,,,,,,,,,,,,,,,,
Austin TX 78744,,,,,,,,,,,,,,,,,
(30.187174 -97.763268),24.27,2014-06-09 00:00:00,Not cleared,2.0,THEFT,F,30.187174,(30.187174-97.763268),6600 ELM CREEK DR,-97.763268,Theft: All Other Larceny,2014-05-22 00:00:00,20145022918.0,3108415.0,10041271.0,2014.0,78744.0
1217 BRADBURY LN,,,,,,,,,,,,,,,,,
Austin TX 78753,,,,,,,,,,,,,,,,,
(30.397828 -97.651642),18.39,2014-01-10 00:00:00,Not cleared,7.0,THEFT,E,30.397828,(30.397828-97.651642),1217 BRADBURY LN,-97.651642,Theft: All Other Larceny,2014-01-06 00:00:00,20145000790.0,3141873.0,10118555.0,2014.0,78753.0
1000 E 41ST ST,,,,,,,,,,,,,,,,,
Austin TX 78751,,,,,,,,,,,,,,,,,
(30.298356 -97.719647),3.02,2014-01-24 00:00:00,Not cleared,9.0,THEFT,B,30.298356,(30.298356-97.719647),1000 E 41ST ST,-97.719647,Theft: All Other Larceny,2014-01-22 00:00:00,2014221543.0,3121345.0,10082705.0,2014.0,78751.0
805 MAUDE ST,,,,,,,,,,,,,,,,,
Austin TX 78702,,,,,,,,,,,,,,,,,
(30.263116 -97.70893),9.02,2014-03-04 00:00:00,Not cleared,3.0,BURGLARY OF RESIDENCE,C,30.263116,(30.263116-97.70893),805 MAUDE ST,-97.70893,Burglary / ,,,,,,
Breaking & Entering,2014-01-24 00:00:00,2014241396,3125093,10069184.0,2014,78702,,,,,,,,,,,
1030 NORWOOD PARK BLVD,,,,,,,,,,,,,,,,,
Austin TX 78753,,,,,,,,,,,,,,,,,
(30.338618 -97.692566),18.13,2014-02-11 00:00:00,Cleared by Arrest,4.0,THEFT,I,30.338618,(30.338618-97.692566),1030 NORWOOD PARK BLVD,-97.692566,Theft: All Other Larceny,2014-02-10 00:00:00,2014410497.0,3129997.0,10096983.0,2014.0,78753.0
607 HARTHAN ST Austin TX 78703,12,2015-04-07 00:00:00,Not cleared,9.0,THEFT OF BICYCLE,B,,,607 HARTHAN ST,,Theft,2015-04-01 00:00:00,20158001054.0,3109647.0,10072671.0,2015.0,78703.0
2504 NEW YORK DR,,,,,,,,,,,,,,,,,
Austin TX 78702,,,,,,,,,,,,,,,,,
(30.273643 -97.713032),8.02,2014-10-09 00:00:00,Cleared by Arrest,1.0,AGG ASSAULT,C,30.273643,(30.273643-97.713032),2504 NEW YORK DR,-97.713032,Aggravated Assault,2014-09-17 00:00:00,20142591992.0,3123547.0,10073108.0,2014.0,78702.0
3909 S CONGRESS AVE Austin TX 78704,23.08,2015-08-07 00:00:00,Cleared by Arrest,3.0,THEFT BY SHOPLIFTING,D,,,3909 S CONGRESS AVE,,Theft,2015-07-29 00:00:00,20152100576.0,3108442.0,10054362.0,2015.0,78704.0
100 N IH 35 SVRD SB,,,,,,,,,,,,,,,,,
Austin TX 78701,11,2014-03-18 00:00:00,Not cleared,9.0,BURGLARY OF VEHICLE,G,,,100 N IH 35 SVRD SB,,Theft: BOV,2014-03-16 00:00:00,20145011763.0,3116259.0,10068343.0,2014.0,78701.0
4510 W GUADALUPE ST Austin TX 78751,2.03,2015-03-14 00:00:00,Not cleared,9.0,THEFT,B,,,4510 W GUADALUPE ST,,Theft,2015-03-13 00:00:00,20155010658.0,3117012.0,10087163.0,2015.0,78751.0
8515 S IH 35 SVRD NB Austin TX 78744,24.29,2015-10-06 00:00:00,Not cleared,2.0,BURGLARY OF VEHICLE,F,,,8515 S IH 35 SVRD NB,,Theft,2015-10-03 00:00:00,20155043571.0,3102531.0,10035055.0,2015.0,78744.0
1704 NELMS DR Austin TX 78744,24.19,2015-07-01 00:00:00,Not cleared,2.0,THEFT FROM AUTO,F,,,1704 NELMS DR,,Theft,2015-07-01 00:00:00,20155028470.0,3107922.0,10043296.0,2015.0,78744.0
4405 E RIVERSIDE DR Austin TX 78741,23.14,2015-06-30 00:00:00,Not cleared,3.0,THEFT,H,,,4405 E RIVERSIDE DR,,Theft,2015-06-12 00:00:00,20155025334.0,3120615.0,10058135.0,2015.0,78741.0
508 E 6TH ST,,,,,,,,,,,,,,,,,
Austin TX 78701,,,,,,,,,,,,,,,,,
(30.266672 -97.737855),11,2014-07-14 00:00:00,Not cleared,9.0,THEFT,G,30.266672,(30.266672-97.737855),508 E 6TH ST,-97.737855,Theft: All Other Larceny,2014-05-24 00:00:00,20148001406.0,3115917.0,10070398.0,2014.0,78701.0
8500 RESEARCH BLVD SB,,,,,,,,,,,,,,,,,
Austin TX 78757,,,,,,,,,,,,,,,,,
(30.359399 -97.71657),18.18,2014-05-06 00:00:00,Not cleared,7.0,BURGLARY OF VEHICLE,I,30.359399,(30.359399-97.71657),8500 RESEARCH BLVD SB,-97.71657,Theft: BOV,2014-05-05 00:00:00,20145019946.0,3121635.0,10104213.0,2014.0,78757.0
1500 REAGAN HILL DR,,,,,,,,,,,,,,,,,
Austin TX 78752,,,,,,,,,,,,,,,,,
(30.32674 -97.690211),18.11,2014-07-01 00:00:00,Not cleared,4.0,BURGLARY OF VEHICLE,I,30.32674,(30.32674-97.690211),1500 REAGAN HILL DR,-97.690211,Theft: BOV,2014-06-20 00:00:00,20145027466.0,3130452.0,10092522.0,2014.0,78752.0
500 E 7TH ST Austin TX 78701,11,2015-03-11 00:00:00,Not cleared,9.0,THEFT,G,,,500 E 7TH ST,,Theft,2015-03-11 00:00:00,2015700667.0,3115952.0,10070759.0,2015.0,78701.0
W 5TH ST / N LAMAR BLVD Austin TX 78703,12,2015-07-09 00:00:00,Not cleared,9.0,THEFT,B,,,W 5TH ST / N LAMAR BLVD,,Theft,2015-07-06 00:00:00,20155029245.0,3110570.0,10071475.0,2015.0,78703.0
11200 LAKELINE MALL DR Austin TX 78613,203.18,2015-09-14 00:00:00,Not cleared,6.0,THEFT BY SHOPLIFTING,A,,,11200 LAKELINE MALL DR,,Theft,2015-07-26 00:00:00,20152070918.0,3092524.0,10143916.0,2015.0,78613.0
12901 N IH 35 SVRD NB Austin TX 78753,18.39,2015-12-09 00:00:00,Not cleared,7.0,THEFT,E,,,12901 N IH 35 SVRD NB,,Theft,2015-12-08 00:00:00,20155053664.0,3135313.0,10124219.0,2015.0,78753.0
12900 N IH 35 SVRD SB,,,,,,,,,,,,,,,,,
Austin TX 78753,18.48,,,7.0,THEFT BY SHOPLIFTING,E,,,12900 N IH 35 SVRD SB,,Theft: Shoplifting,2014-08-25 00:00:00,20142380692.0,3134231.0,10124161.0,2014.0,78753.0
2800 ROGGE LN,,,,,,,,,,,,,,,,,
Austin TX 78723,,,,,,,,,,,,,,,,,
(30.304697 -97.681612),21.12,2014-11-11 00:00:00,Not cleared,1.0,THEFT FROM PERSON,I,30.304697,(30.304697-97.681612),2800 ROGGE LN,-97.681612,Theft: Pocket Picking,2014-11-07 00:00:00,20143111186.0,3133360.0,10084526.0,2014.0,78723.0
201 W BEN WHITE BLVD SVRD EB Austin TX 78745,20.03,2015-04-12 00:00:00,Not cleared,3.0,THEFT,D,,,201 W BEN WHITE BLVD SVRD EB,,Theft,2015-03-19 00:00:00,2015781359.0,3107661.0,10054198.0,2015.0,78745.0
8210 BENT TREE RD Austin TX 78759,17.07,2015-08-25 00:00:00,Not cleared,10.0,BURGLARY OF VEHICLE,B,,,8210 BENT TREE RD,,Theft,2015-08-24 00:00:00,20152360176.0,3112972.0,10107946.0,2015.0,78759.0
507 S 1ST ST,,,,,,,,,,,,,,,,,
Austin TX 78704,,,,,,,,,,,,,,,,,
(30.25737 -97.750667),13.05,2014-02-03 00:00:00,Not cleared,9.0,THEFT,D,30.25737,(30.25737-97.750667),507 S 1ST ST,-97.750667,Theft: All Other Larceny,2014-01-21 00:00:00,20145003151.0,3112076.0,10066729.0,2014.0,78704.0
2504 HUNTWICK DR,,,,,,,,,,,,,,,,,
Austin TX 78741,,,,,,,,,,,,,,,,,
(30.225143 -97.727274),23.13,2014-11-03 00:00:00,Not cleared,3.0,BURGLARY OF VEHICLE,H,30.225143,(30.225143-97.727274),2504 HUNTWICK DR,-97.727274,Theft: BOV,2014-11-02 00:00:00,20145048549.0,3119485.0,10055306.0,2014.0,78741.0
1027 GARDNER RD,,,,,,,,,,,,,,,,,
Austin TX 78721,,,,,,,,,,,,,,,,,
(30.257339 -97.68335),21.11,2014-10-15 00:00:00,Not cleared,3.0,BURGLARY OF RESIDENCE,C,30.257339,(30.257339-97.68335),1027 GARDNER RD,-97.68335,Burglary / ,,,,,,
Breaking & Entering,2014-09-23 00:00:00,20142661371,3133227,10067265.0,2014,78721,,,,,,,,,,,
2009 FORD ST Austin TX 78704,13.04,2015-09-29 00:00:00,Not cleared,5.0,THEFT OF BICYCLE,D,,,2009 FORD ST,,Theft,2015-09-21 00:00:00,20155041693.0,3104709.0,10065376.0,2015.0,78704.0
11617 RESEARCH BLVD NB,,,,,,,,,,,,,,,,,
Austin TX 78759,,,,,,,,,,,,,,,,,
(30.415495 -97.74577),17.54,2014-06-19 00:00:00,Not cleared,6.0,THEFT OF AUTO PARTS,A,30.415495,(30.415495-97.74577),11617 RESEARCH BLVD NB,-97.74577,Theft: Auto Parts,2014-06-19 00:00:00,20145027191.0,3112205.0,10124434.0,2014.0,78759.0
6110 PONCA ST Austin TX 78741,23.17,2015-05-01 00:00:00,Not cleared,3.0,BURGLARY OF VEHICLE,H,,,6110 PONCA ST,,Theft,2015-04-19 00:00:00,20155016421.0,3128949.0,10060408.0,2015.0,78741.0
3807 N IH 35 SVRD NB Austin TX 78722,3.07,2015-05-12 00:00:00,Not cleared,9.0,THEFT,C,,,3807 N IH 35 SVRD NB,,Theft,2015-04-27 00:00:00,20155017832.0,3121606.0,10080657.0,2015.0,78722.0
101 W 6TH ST,,,,,,,,,,,,,,,,,
Austin TX 78701,,,,,,,,,,,,,,,,,
(30.268052 -97.742797),11,,,9.0,THEFT,G,30.268052,(30.268052-97.742797),101 W 6TH ST,-97.742797,Theft: All Other Larceny,2014-08-05 00:00:00,20148002125.0,3114261.0,10070741.0,2014.0,78701.0
4012 GALACIA DR,,,,,,,,,,,,,,,,,
Austin TX 78759,,,,,,,,,,,,,,,,,
(30.403443 -97.734533),17.54,2014-02-25 00:00:00,Not cleared,7.0,THEFT OF BICYCLE,A,30.403443,(30.403443-97.734533),4012 GALACIA DR,-97.734533,Theft: All Other Larceny,2014-02-24 00:00:00,20145008448.0,3115813.0,10120125.0,2014.0,78759.0
N US 183 HWY SB / N 183 HWY SB TO OAK KNOLL RAMP Austin TX 78759,204.05,,,6.0,THEFT BY SHOPLIFTING,A,,,N US 183 HWY SB / N 183 HWY SB TO OAK KNOLL RAMP,,Theft,2015-09-11 00:00:00,20158003157.0,3104917.0,10130673.0,2015.0,78759.0
1510 TOOMEY RD,,,,,,,,,,,,,,,,,
Austin TX 78704,,,,,,,,,,,,,,,,,
(30.263897 -97.75956),13.03,2014-05-16 00:00:00,Not cleared,5.0,THEFT,D,30.263897,(30.263897-97.75956),1510 TOOMEY RD,-97.75956,Theft: All Other Larceny,2014-05-16 00:00:00,20145021934.0,3109318.0,10069148.0,2014.0,78704.0
10515 N MOPAC EXPY NB Austin TX 78758,17.53,2015-02-16 00:00:00,Cleared by Arrest,7.0,THEFT BY SHOPLIFTING,A,,,10515 N MOPAC EXPY NB,,Theft,2015-02-13 00:00:00,20155006275.0,3116532.0,10115747.0,2015.0,78758.0
1822 RUTLAND DR,,,,,,,,,,,,,,,,,
Austin TX 78758,,,,,,,,,,,,,,,,,
