address,census_tract,clearance_date,clearance_status,council_district_code,description,district,latitude,location,location_description,longitude,primary_type,timestamp,unique_key,x_coordinate,y_coordinate,year,zipcode
(30.230228 -97.706314),23.18,2014-12-30 00:00:00,Not cleared,3.0,THEFT,H,30.230228,(30.230228-97.706314),1600 GROVE BLVD,-97.706314,Theft: All Other Larceny,2014-12-18 00:00:00,20148003808.0,3125983.0,10057278.0,2014.0,78741.0
6500 S 1ST ST Austin TX 78745,24.1,2015-06-11 00:00:00,Not cleared,2.0,THEFT FROM AUTO,F,,,6500 S 1ST ST,,Theft,2015-06-04 00:00:00,20151550358.0,3101005.0,10045481.0,2015.0,78745.0
2210 DENTON DR Austin TX 78758,18.21,2015-08-15 00:00:00,Not cleared,4.0,AUTO THEFT,E,,,2210 DENTON DR,,Auto Theft,2015-08-13 00:00:00,20152251851.0,3121840.0,10114253.0,2015.0,78758.0
 Austin TX 78704,23.08,2015-12-12 00:00:00,Not cleared,3.0,RAPE,D,,,,,Rape,2015-11-07 00:00:00,20153110494.0,,,2015.0,78704.0
5300 S MOPAC EXPY SB Austin TX 78749,17.489999999999998,2015-12-15 00:00:00,Not cleared,8.0,THEFT,D,,,5300 S MOPAC EXPY SB,,Theft,2015-12-15 00:00:00,20155054685.0,3087715.0,10057747.0,2015.0,78749.0
9010 GALEWOOD DR Austin TX 78758,18.2,2015-12-25 00:00:00,Cleared by Arrest,4.0,AGG ASSAULT,E,,,9010 GALEWOOD DR,,Agg Assault,2015-11-26 00:00:00,20153301347.0,3122209.0,10107272.0,2015.0,78758.0
11601 NORTH OAKS DR Austin TX 78753,18.32,2015-03-24 00:00:00,Cleared by Arrest,1.0,AUTO THEFT,E,,,11601 NORTH OAKS DR,,Auto Theft,2015-03-13 00:00:00,2015720345.0,3135404.0,10112506.0,2015.0,78753.0
1030 NORWOOD PARK BLVD,,,,,,,,,,,,,,,,,
Austin TX 78753,,,,,,,,,,,,,,,,,
(30.338618 -97.692566),18.13,2014-06-21 00:00:00,Cleared by Arrest,4.0,THEFT BY SHOPLIFTING,I,30.338618,(30.338618-97.692566),1030 NORWOOD PARK BLVD,-97.692566,Theft: Shoplifting,2014-06-17 00:00:00,20141680036.0,3129997.0,10096983.0,2014.0,78753.0
1030 NORWOOD PARK BLVD,,,,,,,,,,,,,,,,,
Austin TX 78753,,,,,,,,,,,,,,,,,
(30.338618 -97.692566),18.13,2014-11-21 00:00:00,Cleared by Arrest,4.0,THEFT BY SHOPLIFTING,I,30.338618,(30.338618-97.692566),1030 NORWOOD PARK BLVD,-97.692566,Theft: Shoplifting,2014-11-21 00:00:00,20143252016.0,3129997.0,10096983.0,2014.0,78753.0
1117 TETBURY LN,,,,,,,,,,,,,,,,,
Austin TX 78748,,,,,,,,,,,,,,,,,
(30.183846 -97.804931),24.23,2014-07-29 00:00:00,Not cleared,5.0,BURGLARY OF VEHICLE,F,30.183846,(30.183846-97.804931),1117 TETBURY LN,-97.804931,Theft: BOV,2014-07-27 00:00:00,20145032940.0,3095424.0,10039590.0,2014.0,78748.0
5702 HAMMERMILL RUN Austin TX 78744,24.12,2015-11-05 00:00:00,Not cleared,2.0,THEFT,F,,,5702 HAMMERMILL RUN,,Theft,2015-10-04 00:00:00,20155043724.0,3113276.0,10042876.0,2015.0,78744.0
333 E SLAUGHTER LN Austin TX 78744,24.25,2015-04-08 00:00:00,Not cleared,5.0,BURGLARY OF RESIDENCE,F,,,333 E SLAUGHTER LN,,Burglary,2015-04-02 00:00:00,2015920482.0,3103172.0,10033347.0,2015.0,78744.0
6615 ADEN LN,,,,,,,,,,,,,,,,,
Austin TX 78739,,,,,,,,,,,,,,,,,
(30.185051 -97.900537),17.7,2014-06-02 00:00:00,Not cleared,8.0,BURGLARY OF VEHICLE,D,30.185051,(30.185051-97.900537),6615 ADEN LN,-97.900537,Theft: BOV,2014-05-29 00:00:00,20145023935.0,3065332.0,10039382.0,2014.0,78739.0
8401 COLONY LOOP DR Austin TX 78724,22.02,2015-04-08 00:00:00,Cleared by Arrest,1.0,AGG ASLT STRANGLE/SUFFOCATE,C,,,8401 COLONY LOOP DR,,Agg Assault,2015-03-28 00:00:00,2015870037.0,3150330.0,10081490.0,2015.0,78724.0
1201 BARBARA JORDAN BLVD,,,,,,,,,,,,,,,,,
Austin TX 78723,,,,,,,,,,,,,,,,,
(30.306858 -97.709598),3.06,2014-03-28 00:00:00,Not cleared,9.0,THEFT BY SHOPLIFTING,B,30.306858,(30.306858-97.709598),1201 BARBARA JORDAN BLVD,-97.709598,Theft: Shoplifting,2014-03-25 00:00:00,20145013259.0,3124602.0,10084923.0,2014.0,78723.0
901 W BEN WHITE BLVD EB Austin TX 78745,20.03,2015-10-26 00:00:00,Not cleared,3.0,BURGLARY OF VEHICLE,D,,,901 W BEN WHITE BLVD EB,,Theft,2015-10-25 00:00:00,20155047223.0,3104682.0,10055365.0,2015.0,78745.0
8818 TRAVIS HILLS DR Austin TX 78735,19.079999999999998,2015-11-05 00:00:00,Not cleared,8.0,THEFT,D,,,8818 TRAVIS HILLS DR,,Theft,2015-11-04 00:00:00,20155048772.0,3067277.0,10066354.0,2015.0,78735.0
9012 RESEARCH BLVD SVRD SB,,,,,,,,,,,,,,,,,
Austin TX 78757,,,,,,,,,,,,,,,,,
(30.371858 -97.724216),18.18,2014-02-03 00:00:00,Not cleared,7.0,THEFT BY SHOPLIFTING,I,30.371858,(30.371858-97.724216),9012 RESEARCH BLVD SVRD SB,-97.724216,Theft: Shoplifting,2014-02-03 00:00:00,20145005134.0,3119220.0,10108622.0,2014.0,78757.0
2501 S IH 35 NB Austin TX 78741,23.07,2015-12-30 00:00:00,Not cleared,3.0,THEFT,H,,,2501 S IH 35 NB,,Theft,2015-06-19 00:00:00,20151701272.0,3114804.0,10057508.0,2015.0,78741.0
8805 NORTH PLZ Austin TX 78753,18.13,2015-09-28 00:00:00,Not cleared,4.0,BURGLARY OF VEHICLE,E,,,8805 NORTH PLZ,,Theft,2015-09-26 00:00:00,20152691316.0,3130943.0,10101024.0,2015.0,78753.0
408 E WONSLEY DR Austin TX 78753,18.04,2015-01-15 00:00:00,Not cleared,4.0,AUTO THEFT,E,,,408 E WONSLEY DR,,Auto Theft,2015-01-14 00:00:00,2015140379.0,3126953.0,10099084.0,2015.0,78753.0
2101 BURTON DR,,,,,,,,,,,,,,,,,
Austin TX 78741,,,,,,,,,,,,,,,,,
(30.232683 -97.732288),23.15,2014-10-03 00:00:00,Not cleared,3.0,THEFT,H,30.232683,(30.232683-97.732288),2101 BURTON DR,-97.732288,Theft: All Other Larceny,2014-10-02 00:00:00,20145043745.0,3118036.0,10057924.0,2014.0,78741.0
12720 LINFORD DR,,,,,,,,,,,,,,,,,
Austin TX 78753,,,,,,,,,,,,,,,,,
(30.395906 -97.64423),18.39,2014-11-17 00:00:00,Not cleared,7.0,BURGLARY OF RESIDENCE,E,30.395906,(30.395906-97.64423),12720 LINFORD DR,-97.64423,Burglary / ,,,,,,
Breaking & Entering,2014-09-19 00:00:00,20142621648,3144262,10117997.0,2014,78753,,,,,,,,,,,
5017 W US 290 HWY SVRD EB Austin TX 78749,17.5,2015-12-08 00:00:00,Not cleared,8.0,THEFT,D,,,5017 W US 290 HWY SVRD EB,,Theft,2015-12-06 00:00:00,20155053279.0,3089372.0,10057773.0,2015.0,78749.0
7522 N IH 35 SVRD SB,,,,,,,,,,,,,,,,,
Austin TX 78752,18.04,2014-12-08 00:00:00,Not cleared,4.0,THEFT FROM AUTO,I,,,7522 N IH 35 SVRD SB,,Theft: BOV,2014-12-07 00:00:00,20145053765.0,3126502.0,10096146.0,2014.0,78752.0
4410 AVENUE F,,,,,,,,,,,,,,,,,
Austin TX 78751,,,,,,,,,,,,,,,,,
(30.308015 -97.727585),3.02,2014-03-24 00:00:00,Not cleared,9.0,THEFT,B,30.308015,(30.308015-97.727585),4410 AVENUE F,-97.727585,Theft: All Other Larceny,2014-03-21 00:00:00,20145012800.0,3118712.0,10085441.0,2014.0,78751.0
5017 W US 290 HWY SVRD EB,,,,,,,,,,,,,,,,,
Austin TX 78749,17.5,2014-12-02 00:00:00,Not cleared,8.0,THEFT BY SHOPLIFTING,D,,,5017 W US 290 HWY SVRD EB,,Theft: Shoplifting,2014-11-25 00:00:00,20143290917.0,3089372.0,10057773.0,2014.0,78749.0
10503 N LAMAR BLVD Austin TX 78753,18.23,2015-06-09 00:00:00,Not cleared,4.0,THEFT FROM PERSON,E,,,10503 N LAMAR BLVD,,Theft,2015-05-02 00:00:00,20151220280.0,3129889.0,10109590.0,2015.0,78753.0
704 WREN AVE,,,,,,,,,,,,,,,,,
Austin TX 78753,,,,,,,,,,,,,,,,,
(30.387301 -97.673678),18.239999999999998,2014-02-11 00:00:00,Not cleared,7.0,THEFT,E,30.387301,(30.387301-97.673678),704 WREN AVE,-97.673678,Theft: All Other Larceny,2014-02-09 00:00:00,2014400635.0,3135104.0,10114694.0,2014.0,78753.0
4205 MANCHACA RD,,,,,,,,,,,,,,,,,
Austin TX 78704,,,,,,,,,,,,,,,,,
(30.23123 -97.787487),20.05,2014-10-01 00:00:00,Cleared by Arrest,5.0,AUTO THEFT,D,30.23123,(30.23123-97.787487),4205 MANCHACA RD,-97.787487,Auto Theft,2014-09-27 00:00:00,20142701653.0,3100620.0,10056997.0,2014.0,78704.0
7920 SAN FELIPE BLVD Austin TX 78729,204.06,2016-01-19 00:00:00,Not cleared,6.0,THEFT,A,,,7920 SAN FELIPE BLVD,,Theft,2015-07-10 00:00:00,20155029984.0,3104598.0,10132546.0,2015.0,78729.0
1700 BURTON DR,,,,,,,,,,,,,,,,,
Austin TX 78741,,,,,,,,,,,,,,,,,
(30.237723 -97.727576),23.16,2014-07-14 00:00:00,Not cleared,3.0,BURGLARY OF RESIDENCE,H,30.237723,(30.237723-97.727576),1700 BURTON DR,-97.727576,Burglary / ,,,,,,
Breaking & Entering,2014-07-05 00:00:00,20141811287,3119263,10059823.0,2014,78741,,,,,,,,,,,
2200 WILLOW CREEK DR,,,,,,,,,,,,,,,,,
Austin TX 78741,,,,,,,,,,,,,,,,,
(30.230068 -97.730766),23.15,2014-01-29 00:00:00,Cleared by Arrest,3.0,AUTO THEFT,H,30.230068,(30.230068-97.730766),2200 WILLOW CREEK DR,-97.730766,Auto Theft,2014-01-12 00:00:00,2014121118.0,3118402.0,10057171.0,2014.0,78741.0
707 CARPENTER AVE,,,,,,,,,,,,,,,,,
Austin TX 78753,,,,,,,,,,,,,,,,,
(30.358008 -97.699172),18.059999999999999,2014-06-10 00:00:00,Not cleared,4.0,BURGLARY OF RESIDENCE,E,30.358008,(30.358008-97.699172),707 CARPENTER AVE,-97.699172,Burglary / ,,,,,,
Breaking & Entering,2014-06-01 00:00:00,20141520510,3127253,10103690.0,2014,78753,,,,,,,,,,,
409 W 38TH ST Austin TX 78705,5,2015-10-07 00:00:00,Not cleared,9.0,THEFT OF BICYCLE,B,,,409 W 38TH ST,,Theft,2015-10-06 00:00:00,20158003477.0,3115755.0,10083150.0,2015.0,78705.0
1501 RIDGEHAVEN DR,,,,,,,,,,,,,,,,,
Austin TX 78723,,,,,,,,,,,,,,,,,
(30.312643 -97.696842),21.04,2015-02-17 00:00:00,Cleared by Arrest,4.0,BURGLARY OF RESIDENCE,I,30.312643,(30.312643-97.696842),1501 RIDGEHAVEN DR,-97.696842,Burglary / ,,,,,,
Breaking & Entering,2014-12-18 00:00:00,20143521232,3128388,10087229.0,2014,78723,,,,,,,,,,,
7920 ROCKWOOD LN,,,,,,,,,,,,,,,,,
Austin TX 78757,,,,,,,,,,,,,,,,,
(30.360116 -97.737992),18.170000000000002,2014-07-11 00:00:00,Cleared by Exception,7.0,BURGLARY OF RESIDENCE,B,30.360116,(30.360116-97.737992),7920 ROCKWOOD LN,-97.737992,Burglary / ,,,,,,
Breaking & Entering,2014-06-10 00:00:00,20141611515,3115146,10104646.0,2014,78757,,,,,,,,,,,
5212 CRYSTAL WATER DR,,,,,,,,,,,,,,,,,
Austin TX 78735,,,,,,,,,,,,,,,,,
(30.25476 -97.832815),19.14,2014-09-25 00:00:00,Not cleared,8.0,BURGLARY OF VEHICLE,D,30.25476,(30.25476-97.832815),5212 CRYSTAL WATER DR,-97.832815,Theft: BOV,2014-09-25 00:00:00,20145042577.0,3086044.0,10065321.0,2014.0,78735.0
301 W 2ND ST Austin TX 78701,11,2015-05-28 00:00:00,Not cleared,9.0,THEFT,G,,,301 W 2ND ST,,Theft,2015-05-07 00:00:00,20155019625.0,3113019.0,10069564.0,2015.0,78701.0
1200 E 52ND ST Austin TX 78723,21.05,2015-09-17 00:00:00,Not cleared,4.0,THEFT,I,,,1200 E 52ND ST,,Theft,2015-09-16 00:00:00,20152591061.0,3125161.0,10086091.0,2015.0,78723.0
4210 WOODWAY DR,,,,,,,,,,,,,,,,,
Austin TX 78731,,,,,,,,,,,,,,,,,
(30.364818 -97.767656),17.05,2014-03-25 00:00:00,Not cleared,10.0,BURGLARY OF RESIDENCE,B,30.364818,(30.364818-97.767656),4210 WOODWAY DR,-97.767656,Burglary / ,,,,,,
Breaking & Entering,2014-03-09 00:00:00,2014681331,3105693,10105817.0,2014,78731,,,,,,,,,,,
2204 WOODLAND AVE,,,,,,,,,,,,,,,,,
Austin TX 78741,,,,,,,,,,,,,,,,,
(30.23587 -97.728273),23.16,2014-04-03 00:00:00,Not cleared,3.0,BURGLARY NON RESIDENCE,H,30.23587,(30.23587-97.728273),2204 WOODLAND AVE,-97.728273,Burglary / ,,,,,,
Breaking & Entering,2014-03-29 00:00:00,2014880803,3119230,10059239.0,2014,78741,,,,,,,,,,,
12900 N IH 35 SVRD SB Austin TX 78753,18.48,2015-04-21 00:00:00,Cleared by Arrest,7.0,THEFT,E,,,12900 N IH 35 SVRD SB,,Theft,2015-04-04 00:00:00,2015940919.0,3134231.0,10124161.0,2015.0,78753.0
5800 TECHNI CENTER DR,,,,,,,,,,,,,,,,,
Austin TX 78721,,,,,,,,,,,,,,,,,
(30.278442 -97.672073),21.1,2014-12-22 00:00:00,Cleared by Exception,1.0,THEFT,C,30.278442,(30.278442-97.672073),5800 TECHNI CENTER DR,-97.672073,Theft: All Other Larceny,2014-11-19 00:00:00,20143231702.0,3136582.0,10075176.0,2014.0,78721.0
2206 INDIAN TRL Austin TX 78703,16.03,2015-09-30 00:00:00,Not cleared,10.0,BURGLARY OF VEHICLE,B,,,2206 INDIAN TRL,,Theft,2015-09-07 00:00:00,20155039529.0,3107685.0,10080435.0,2015.0,78703.0
9811 S IH 35 SVRD NB Austin TX 78744,24.25,2015-10-28 00:00:00,Not cleared,5.0,THEFT,F,,,9811 S IH 35 SVRD NB,,Theft,2015-10-27 00:00:00,20153001395.0,3100630.0,10030282.0,2015.0,78744.0
9301 SPECTRUM DR Austin TX 78717,205.08,2015-04-13 00:00:00,Not cleared,6.0,BURGLARY OF VEHICLE,A,,,9301 SPECTRUM DR,,Theft,2015-04-10 00:00:00,20155015089.0,3106090.0,10148571.0,2015.0,78717.0
6710 BRYN MAWR DR,,,,,,,,,,,,,,,,,
Austin TX 78723,,,,,,,,,,,,,,,,,
(30.313949 -97.671201),21.13,2014-09-22 00:00:00,Not cleared,1.0,BURGLARY OF RESIDENCE,I,30.313949,(30.313949-97.671201),6710 BRYN MAWR DR,-97.671201,Burglary / ,,,,,,
Breaking & Entering,2014-09-12 00:00:00,20142551297,3136432,10088007.0,2014,78723,,,,,,,,,,,
1917 E 7TH ST Austin TX 78702,9.02,2015-05-05 00:00:00,Not cleared,3.0,THEFT,C,,,1917 E 7TH ST,,Theft,2015-04-16 00:00:00,20155015991.0,3121073.0,10068760.0,2015.0,78702.0
5801 AINEZ DR,,,,,,,,,,,,,,,,,
Austin TX 78744,,,,,,,,,,,,,,,,,
(30.187526 -97.739643),24.31,2014-10-01 00:00:00,Not cleared,2.0,ROBBERY BY ASSAULT,F,30.187526,(30.187526-97.739643),5801 AINEZ DR,-97.739643,Robbery,2014-08-06 00:00:00,20142181517.0,3116449.0,10041252.0,2014.0,78744.0
2300 W NORTH LOOP BLVD Austin TX 78756,2.06,2015-10-02 00:00:00,Not cleared,7.0,THEFT,B,,,2300 W NORTH LOOP BLVD,,Theft,2015-09-01 00:00:00,20152440737.0,3114000.0,10091742.0,2015.0,78756.0
3811 E 12TH ST Austin TX 78721,21.09,2015-09-15 00:00:00,Not cleared,1.0,THEFT,C,,,3811 E 12TH ST,,Theft,2015-08-14 00:00:00,20155035714.0,3130797.0,10074308.0,2015.0,78721.0
9300 S IH 35 SVRD SB,,,,,,,,,,,,,,,,,
Austin TX 78748,24.21,,,5.0,THEFT BY SHOPLIFTING,F,,,9300 S IH 35 SVRD SB,,Theft: Shoplifting,2014-02-10 00:00:00,2014410711.0,3100423.0,10033116.0,2014.0,78748.0
2311 S 5TH ST Austin TX 78704,13.05,2015-12-09 00:00:00,Cleared by Arrest,9.0,THEFT,D,,,2311 S 5TH ST,,Theft,2015-11-10 00:00:00,20155049684.0,3107852.0,10061887.0,2015.0,78704.0
6200 LOYOLA LN Austin TX 78724,22.02,2015-12-07 00:00:00,Cleared by Arrest,1.0,AGG ROBBERY/DEADLY WEAPON,C,,,6200 LOYOLA LN,,Robbery,2015-11-24 00:00:00,20153281725.0,3143028.0,10083917.0,2015.0,78724.0
7415 CREPE MYRTLE DR,,,,,,,,,,,,,,,,,
Austin TX 78744,,,,,,,,,,,,,,,,,
(30.164064 -97.736808),24.31,2014-06-10 00:00:00,Not cleared,2.0,BURGLARY OF RESIDENCE,F,30.164064,(30.164064-97.736808),7415 CREPE MYRTLE DR,-97.736808,Burglary / ,,,,,,
Breaking & Entering,2014-06-04 00:00:00,20141551659,3117112,10033022.0,2014,78744,,,,,,,,,,,
12345 ALAMEDA TRACE CIR,,,,,,,,,,,,,,,,,
Austin TX 78727,,,,,,,,,,,,,,,,,
(30.431433 -97.747264),17.86,2014-10-30 00:00:00,Not cleared,6.0,THEFT,A,30.431433,(30.431433-97.747264),12345 ALAMEDA TRACE CIR,-97.747264,Theft: All Other Larceny,2014-10-25 00:00:00,20148003216.0,3111587.0,10130101.0,2014.0,78727.0
1030 NORWOOD PARK BLVD,,,,,,,,,,,,,,,,,
Austin TX 78753,,,,,,,,,,,,,,,,,
(30.338618 -97.692566),18.13,,,4.0,THEFT,I,30.338618,(30.338618-97.692566),1030 NORWOOD PARK BLVD,-97.692566,Theft: All Other Larceny,2014-07-12 00:00:00,20145030706.0,3129997.0,10096983.0,2014.0,78753.0
601 W MARTIN LUTHER KING JR BLVD Austin TX 78701,7,2015-03-20 00:00:00,Not cleared,9.0,THEFT OF BICYCLE,B,,,601 W MARTIN LUTHER KING JR BLVD,,Theft,2015-01-21 00:00:00,20155002833.0,3113816.0,10075847.0,2015.0,78701.0
3218 HEMLOCK AVE,,,,,,,,,,,,,,,,,
Austin TX 78722,,,,,,,,,,,,,,,,,
(30.287465 -97.715111),4.02,2014-08-06 00:00:00,Cleared by Exception,9.0,BURGLARY OF RESIDENCE,C,30.287465,(30.287465-97.715111),3218 HEMLOCK AVE,-97.715111,Burglary / ,,,,,,
Breaking & Entering,2014-08-04 00:00:00,20142161407,3122789,10078063.0,2014,78722,,,,,,,,,,,
6806 GALINDO ST,,,,,,,,,,,,,,,,,
Austin TX 78741,,,,,,,,,,,,,,,,,
(30.228753 -97.694658),23.12,2014-01-29 00:00:00,Not cleared,3.0,THEFT FROM AUTO,H,30.228753,(30.228753-97.694658),6806 GALINDO ST,-97.694658,Theft: BOV,2014-01-04 00:00:00,20145000482.0,3129859.0,10056892.0,2014.0,78741.0
4608 TRAIL CREST CIR,,,,,,,,,,,,,,,,,
Austin TX 78735,,,,,,,,,,,,,,,,,
(30.24973 -97.825535),19.14,2014-09-17 00:00:00,Not cleared,8.0,BURGLARY OF VEHICLE,D,30.24973,(30.24973-97.825535),4608 TRAIL CREST CIR,-97.825535,Theft: BOV,2014-09-16 00:00:00,20145041109.0,3088428.0,10063479.0,2014.0,78735.0
242 W 2ND ST Austin TX 78701,11,2015-08-25 00:00:00,Not cleared,9.0,THEFT,G,,,242 W 2ND ST,,Theft,2015-08-19 00:00:00,20155036469.0,3113307.0,10069636.0,2015.0,78701.0
1030 NORWOOD PARK BLVD Austin TX 78753,18.13,2015-03-04 00:00:00,Cleared by Arrest,4.0,THEFT BY SHOPLIFTING,I,,,1030 NORWOOD PARK BLVD,,Theft,2015-03-04 00:00:00,20155009205.0,3129997.0,10096983.0,2015.0,78753.0
1221 ALGARITA AVE,,,,,,,,,,,,,,,,,
Austin TX 78704,,,,,,,,,,,,,,,,,
(30.237443 -97.741217),14.02,2014-08-15 00:00:00,Not cleared,9.0,BURGLARY NON RESIDENCE,H,30.237443,(30.237443-97.741217),1221 ALGARITA AVE,-97.741217,Burglary / ,,,,,,
Breaking & Entering,2014-08-07 00:00:00,20142190579,3114984,10059609.0,2014,78704,,,,,,,,,,,
4141 GOVERNORS ROW,,,,,,,,,,,,,,,,,
Austin TX 78744,,,,,,,,,,,,,,,,,
(30.214074 -97.749755),24.11,2014-12-17 00:00:00,Not cleared,2.0,THEFT,F,30.214074,(30.214074-97.749755),4141 GOVERNORS ROW,-97.749755,Theft: All Other Larceny,2014-12-09 00:00:00,20145054215.0,3112638.0,10050915.0,2014.0,78744.0
2404 LONGVIEW ST,,,,,,,,,,,,,,,,,
Austin TX 78705,,,,,,,,,,,,,,,,,
(30.288838 -97.750793),6.03,2014-09-04 00:00:00,Not cleared,9.0,BURGLARY OF RESIDENCE,B,30.288838,(30.288838-97.750793),2404 LONGVIEW ST,-97.750793,Burglary / ,,,,,,
Breaking & Entering,2014-08-29 00:00:00,20142410634,3111482,10078252.0,2014,78705,,,,,,,,,,,
11200 LAKELINE MALL DR,,,,,,,,,,,,,,,,,
Austin TX 78613,,,,,,,,,,,,,,,,,
(30.471859 -97.802777),203.18,2014-04-06 00:00:00,Cleared by Arrest,6.0,THEFT BY SHOPLIFTING,A,30.471859,(30.471859-97.802777),11200 LAKELINE MALL DR,-97.802777,Theft: Shoplifting,2014-04-04 00:00:00,2014941786.0,3092524.0,10143916.0,2014.0,78613.0
1408 BRIGHTON LN Austin TX 78753,18.329999999999998,2015-07-03 00:00:00,Not cleared,4.0,THEFT OF AUTO PARTS,E,,,1408 BRIGHTON LN,,Theft,2015-06-30 00:00:00,20158002167.0,3134865.0,10102523.0,2015.0,78753.0
1616 ROYAL CREST DR,,,,,,,,,,,,,,,,,
Austin TX 78741,,,,,,,,,,,,,,,,,
(30.238246 -97.730748),23.16,2014-06-26 00:00:00,Not cleared,3.0,BURGLARY OF RESIDENCE,H,30.238246,(30.238246-97.730748),1616 ROYAL CREST DR,-97.730748,Burglary / ,,,,,,
Breaking & Entering,2014-06-21 00:00:00,20141720672,3118093,10060162.0,2014,78741,,,,,,,,,,,
4606 SAN SIMEON DR Austin TX 78749,17.77,2015-05-11 00:00:00,Not cleared,8.0,THEFT,D,,,4606 SAN SIMEON DR,,Theft,2015-05-09 00:00:00,20155019869.0,3080237.0,10048596.0,2015.0,78749.0
3600 PRESIDENTIAL BLVD Austin TX 78719,9800,,,2.0,THEFT FROM BUILDING,AP,,,3600 PRESIDENTIAL BLVD,,Theft,2015-02-03 00:00:00,20155004612.0,3138768.0,10047351.0,2015.0,78719.0
513 W ST JOHNS AVE Austin TX 78752,15.03,2015-06-01 00:00:00,Not cleared,4.0,THEFT FROM AUTO,I,,,513 W ST JOHNS AVE,,Theft,2015-05-29 00:00:00,20155022956.0,3122696.0,10096222.0,2015.0,78752.0
1506 E 5TH ST,,,,,,,,,,,,,,,,,
Austin TX 78702,,,,,,,,,,,,,,,,,
(30.262299 -97.727401),9.02,2014-06-26 00:00:00,Cleared by Arrest,3.0,ROBBERY BY THREAT,G,30.262299,(30.262299-97.727401),1506 E 5TH ST,-97.727401,Robbery,2014-06-15 00:00:00,20141660080.0,3119209.0,10068797.0,2014.0,78702.0
1620 E RIVERSIDE DR,,,,,,,,,,,,,,,,,
Austin TX 78741,,,,,,,,,,,,,,,,,
(30.245807 -97.731246),23.04,2014-08-04 00:00:00,Cleared by Arrest,9.0,THEFT BY SHOPLIFTING,H,30.245807,(30.245807-97.731246),1620 E RIVERSIDE DR,-97.731246,Theft: Shoplifting,2014-03-30 00:00:00,2014891335.0,3118447.0,10062526.0,2014.0,78741.0
8312 MINNESOTA LN,,,,,,,,,,,,,,,,,
Austin TX 78745,,,,,,,,,,,,,,,,,
(30.190463 -97.818864),17.28,2014-06-04 00:00:00,Not cleared,5.0,BURGLARY OF VEHICLE,F,30.190463,(30.190463-97.818864),8312 MINNESOTA LN,-97.818864,Theft: BOV,2014-05-29 00:00:00,20145023918.0,3090881.0,10041984.0,2014.0,78745.0
1030 NORWOOD PARK BLVD Austin TX 78753,18.13,2015-10-10 00:00:00,Cleared by Arrest,4.0,THEFT,I,,,1030 NORWOOD PARK BLVD,,Theft,2015-09-29 00:00:00,20152721027.0,3129997.0,10096983.0,2015.0,78753.0
501 E STASSNEY LN Austin TX 78745,24.02,2015-04-28 00:00:00,Not cleared,3.0,AUTO THEFT,F,,,501 E STASSNEY LN,,Auto Theft,2015-04-23 00:00:00,20151131187.0,3105694.0,10046464.0,2015.0,78745.0
8100 N MOPAC EXPY SB,,,,,,,,,,,,,,,,,
Austin TX 78759,,,,,,,,,,,,,,,,,
(30.365793 -97.743549),17.07,2014-04-14 00:00:00,Not cleared,10.0,BURGLARY OF VEHICLE,B,30.365793,(30.365793-97.743549),8100 N MOPAC EXPY SB,-97.743549,Theft: BOV,2014-04-10 00:00:00,20148000941.0,3113341.0,10106408.0,2014.0,78759.0
500 CANYON RIDGE DR Austin TX 78753,18.39,2015-09-22 00:00:00,Not cleared,7.0,THEFT BY SHOPLIFTING,E,,,500 CANYON RIDGE DR,,Theft,2015-09-12 00:00:00,20152551336.0,3135499.0,10121166.0,2015.0,78753.0
6301 E RIVERSIDE DR,,,,,,,,,,,,,,,,,
Austin TX 78741,,,,,,,,,,,,,,,,,
(30.224794 -97.703193),23.12,2014-06-04 00:00:00,Not cleared,3.0,BURGLARY NON RESIDENCE,H,30.224794,(30.224794-97.703193),6301 E RIVERSIDE DR,-97.703193,Burglary / ,,,,,,
Breaking & Entering,2014-05-19 00:00:00,20141390171,3127144,10055202.0,2014,78741,,,,,,,,,,,
6301 W SLAUGHTER LN Austin TX 78739,17.37,2015-09-23 00:00:00,Not cleared,8.0,BURGLARY OF VEHICLE,D,,,6301 W SLAUGHTER LN,,Theft,2015-09-22 00:00:00,20155041829.0,3069800.0,10045817.0,2015.0,78739.0
8527 N CAPITAL OF TEXAS HWY NB Austin TX 78759,17.059999999999999,2015-08-31 00:00:00,Not cleared,10.0,BURGLARY OF VEHICLE,B,,,8527 N CAPITAL OF TEXAS HWY NB,,Theft,2015-08-17 00:00:00,20155036022.0,3106581.0,10113677.0,2015.0,78759.0
1210 WINDSOR RD Austin TX 78703,16.05,2015-10-20 00:00:00,Not cleared,9.0,THEFT,B,,,1210 WINDSOR RD,,Theft,2015-10-16 00:00:00,20155045866.0,3110574.0,10074590.0,2015.0,78703.0
14028 N US 183 HWY SVRD SB,,,,,,,,,,,,,,,,,
Austin TX 78613,203.18,2014-11-13 00:00:00,Cleared by Arrest,6.0,THEFT BY SHOPLIFTING,A,,,14028 N US 183 HWY SVRD SB,,Theft: Shoplifting,2014-11-12 00:00:00,20143161376.0,3093729.0,10145900.0,2014.0,78613.0
9300 S IH 35 SVRD SB Austin TX 78748,24.21,2015-12-09 00:00:00,Not cleared,5.0,THEFT BY SHOPLIFTING,F,,,9300 S IH 35 SVRD SB,,Theft,2015-09-24 00:00:00,20152671437.0,3100423.0,10033116.0,2015.0,78748.0
